epoch,train loss,valid loss,train accu,valid_accu
0,1.8288331790403887,1.5174981514153454,0.2641509433962264,0.4913294797687861
1,1.1837592395869168,1.1931461318466015,0.5674891146589259,0.5780346820809249
2,0.93251187692989,0.9636084142361763,0.637155297532656,0.6358381502890174
3,0.7418987913565203,1.0977611189864231,0.7329462989840348,0.630057803468208
4,0.6144455915147607,0.8046831931768125,0.7851959361393324,0.7109826589595376
5,0.5304266566579993,1.0020432028801025,0.8113207547169812,0.6473988439306358
6,0.42834786528890784,1.0182330789693195,0.8577648766328012,0.7167630057803468
7,0.3898132118311795,1.0004830837325123,0.865021770682148,0.7456647398843931
8,0.32417229088869964,0.6983534045264427,0.8780841799709724,0.7572254335260116
9,0.20628252219070087,0.7627483275449819,0.9361393323657474,0.7861271676300579
10,0.17143624072725122,0.7606102820462951,0.9375907111756169,0.7803468208092486
11,0.13976660235361618,0.6992997923483022,0.95355587808418,0.7803468208092486
12,0.12955558537082237,1.1128863387437828,0.9550072568940493,0.6994219653179191
13,0.08434274013746869,0.9479801500059,0.97677793904209,0.7803468208092486
14,0.10967477800493891,0.910936858080818,0.9709724238026125,0.7687861271676301
15,0.1763839681040157,0.7630446594116962,0.9404934687953556,0.7572254335260116
16,0.1564205837520686,0.9718790332996353,0.9506531204644412,0.7572254335260116
17,0.10972450233318588,1.0753568960861788,0.9622641509433962,0.7456647398843931
18,0.11810609884560108,1.0634071396745712,0.9564586357039188,0.7572254335260116
19,0.11825042488900098,0.8607931518276165,0.9622641509433962,0.7687861271676301
20,0.09012263115834106,1.1082829639424618,0.9680696661828737,0.7283236994219653
21,0.1018480064178055,1.1943714378330643,0.969521044992743,0.7572254335260116
22,0.04218706878071481,0.8943343576606743,0.9898403483309144,0.7630057803468208
23,0.03503280446272005,1.085601560135471,0.988388969521045,0.7225433526011561
24,0.0399136500517753,1.230444896231978,0.988388969521045,0.7398843930635838
25,0.061859795739027584,1.288196711761206,0.9753265602322206,0.7109826589595376
26,0.10139362818815491,1.3603423650348236,0.9680696661828737,0.6936416184971098
27,0.17380896498533813,0.9884830648406723,0.9404934687953556,0.7687861271676301
28,0.11369120473550125,1.139636785276786,0.9550072568940493,0.7398843930635838
29,0.11351145431399345,0.7984832525976686,0.9680696661828737,0.8034682080924855
