layer,accuracy
0,0.9193548387096774
1,0.9274193548387096
2,0.9274193548387096
3,0.9596774193548387
4,0.9193548387096774
5,0.8951612903225806
6,0.9032258064516129
7,0.8790322580645161
8,0.9112903225806451
9,0.9193548387096774
10,0.8790322580645161
11,0.8629032258064516
