layer,accuracy
0,0.7833333333333333
1,0.85
2,0.9583333333333334
3,0.9416666666666667
4,0.9666666666666667
5,0.9583333333333334
6,0.9666666666666667
7,0.9666666666666667
8,0.9666666666666667
9,0.9666666666666667
10,0.95
11,0.9416666666666667
12,0.9333333333333333
13,0.9416666666666667
14,0.9416666666666667
15,0.9416666666666667
16,0.8833333333333333
17,0.8583333333333333
18,0.85
19,0.85
20,0.8916666666666667
21,0.8666666666666667
22,0.8916666666666667
23,0.85
