layer,accuracy
0,0.8951612903225806
1,0.9112903225806451
2,0.9354838709677419
3,0.9516129032258065
4,0.9435483870967742
5,0.9435483870967742
6,0.9274193548387096
7,0.8951612903225806
8,0.8790322580645161
9,0.8709677419354839
10,0.9112903225806451
11,0.8790322580645161
