epoch,train loss,valid loss,train accu,valid_accu
0,1.660122200846672,1.7281014328160562,0.2753623188405797,0.4132231404958678
1,1.2275159358978271,1.4007652786152422,0.525879917184265,0.5289256198347108
2,0.8095608800649643,1.1834874113729177,0.6935817805383023,0.512396694214876
3,0.7580932378768921,0.8044763863517725,0.6832298136645962,0.6694214876033058
4,0.6004696637392044,1.1117758591128282,0.7619047619047619,0.49586776859504134
5,0.5414430983364582,0.8501921262638259,0.7681159420289855,0.6776859504132231
6,0.3665160462260246,0.8204824232692591,0.8778467908902692,0.6859504132231405
7,0.27855912409722805,0.8487241169522431,0.8964803312629399,0.6859504132231405
8,0.2113417237997055,0.7979359288838469,0.9296066252587992,0.7024793388429752
9,0.16831638384610415,0.98898840317366,0.9233954451345756,0.6942148760330579
10,0.12205995386466384,0.7967381777494621,0.9585921325051759,0.7520661157024794
11,0.11610469641163945,0.9584581929154132,0.9544513457556936,0.7024793388429752
12,0.1087330263108015,1.1556780513506844,0.9627329192546584,0.6446280991735537
13,0.1289040674455464,0.995189243174807,0.9585921325051759,0.7272727272727273
14,0.08895426150411367,0.9784100292908237,0.9648033126293996,0.7107438016528925
15,0.12342493399046361,1.3706369945964167,0.9606625258799172,0.6363636363636364
16,0.23538531316444278,1.1938222364764488,0.917184265010352,0.7024793388429752
17,0.18275690264999866,0.996740937261594,0.9213250517598344,0.7107438016528925
18,0.13922261982224882,0.8328709069260373,0.9627329192546584,0.7851239669421488
19,0.10312747419811785,1.0346865369673734,0.9627329192546584,0.7355371900826446
20,0.06987880100496113,1.3175945498909987,0.979296066252588,0.6776859504132231
21,0.06908139656297863,1.1567137317767093,0.9834368530020704,0.743801652892562
22,0.21821276377886534,1.1466351232640801,0.927536231884058,0.6942148760330579
23,0.17994747776538134,1.2674240059995483,0.9316770186335404,0.6694214876033058
24,0.11137801920995116,1.2004770628720944,0.9565217391304348,0.6611570247933884
25,0.07273755432106555,1.0024125221060793,0.979296066252588,0.6694214876033058
26,0.06424786639399827,1.22178772693022,0.9772256728778468,0.6859504132231405
27,0.035142697277478874,1.0799854203939225,0.9917184265010351,0.743801652892562
28,0.017523181450087577,1.3307832087188263,0.9958592132505176,0.6776859504132231
29,0.025925002672011033,1.0493850530646724,0.9937888198757764,0.7520661157024794
