epoch,train loss,valid loss,train accu,valid_accu
0,1.669427677989006,1.7579733793400536,0.2732919254658385,0.36363636363636365
1,1.1975214332342148,1.4270561465547105,0.5320910973084886,0.5454545454545454
2,0.9827310219407082,1.0913078034958563,0.6438923395445134,0.6115702479338843
3,0.7149672284722328,0.9417568109005936,0.722567287784679,0.6611570247933884
4,0.5407690480351448,0.7382359116776915,0.782608695652174,0.6776859504132231
5,0.37612283788621426,0.9299708794790882,0.8530020703933747,0.6694214876033058
6,0.38118107430636883,0.7829314651718644,0.8592132505175983,0.7520661157024794
7,0.2806985918432474,0.8817415403833321,0.9192546583850931,0.6859504132231405
8,0.23198356945067644,0.7079677236379963,0.9233954451345756,0.7520661157024794
9,0.1815391960553825,0.9398882088724289,0.9337474120082816,0.7355371900826446
10,0.31407225504517555,0.897304569392211,0.8923395445134575,0.7272727272727273
11,0.2612411519512534,0.9485423846698504,0.9233954451345756,0.6942148760330579
12,0.2665531914681196,0.984286824961901,0.917184265010352,0.7520661157024794
13,0.1589801162481308,0.9782128079105477,0.9420289855072463,0.6942148760330579
14,0.11432381812483072,0.8033324584854605,0.9503105590062112,0.768595041322314
15,0.07782113086432219,0.952601182266583,0.9730848861283644,0.7520661157024794
16,0.031039776047691703,0.9371519800985602,0.9937888198757764,0.7520661157024794
17,0.01653177634580061,1.0233420301021308,0.9979296066252588,0.7603305785123967
18,0.012078267696779221,1.0799581357568067,1.0,0.7355371900826446
19,0.005789192102383822,1.1052492839695889,1.0,0.7355371900826446
20,0.006922704982571304,1.1382752496763053,0.9979296066252588,0.768595041322314
21,0.021829902660101652,1.0981987132315323,0.9958592132505176,0.7603305785123967
22,0.023558997054351494,1.1750716692828695,0.9937888198757764,0.7272727272727273
23,0.03006652650947217,1.2586130881823199,0.989648033126294,0.7520661157024794
24,0.03129082596569788,1.2661829566308564,0.9937888198757764,0.7355371900826446
25,0.09100802917964756,0.9909773740682268,0.968944099378882,0.7520661157024794
26,0.10215828916989267,1.1923684198511544,0.9668737060041408,0.7107438016528925
27,0.06535687320865691,0.9802183489361994,0.9751552795031055,0.7851239669421488
28,0.07810248411260545,0.9752118872829594,0.9772256728778468,0.7933884297520661
29,0.042541453294688836,0.865275340359456,0.989648033126294,0.8016528925619835
