epoch,train loss,valid loss,train accu,valid accu
0,1.952624797821045,1.9566334088643391,0.14705882352941177,0.15425531914893617
1,1.9190877377986908,1.9009002844492595,0.1537433155080214,0.12234042553191489
2,1.901761531829834,1.8803448677062988,0.1858288770053476,0.18617021276595744
3,1.8387291133403778,1.9709454774856567,0.232620320855615,0.17553191489361702
4,1.8541855216026306,1.8892446756362915,0.22192513368983957,0.14361702127659576
5,1.7961672445138295,2.4011570612589517,0.23128342245989306,0.13829787234042554
6,1.7748022774855297,1.9329389731089275,0.25668449197860965,0.18617021276595744
7,1.7036195596059163,1.8827836513519287,0.31684491978609625,0.25
8,1.7104944984118144,1.8023330767949421,0.2927807486631016,0.24468085106382978
9,1.658896118402481,1.785179615020752,0.3195187165775401,0.28191489361702127
10,1.6419638097286224,1.9519001642862956,0.2927807486631016,0.2074468085106383
11,1.6729042828083038,1.9566891193389893,0.3074866310160428,0.19148936170212766
12,1.6372939944267273,1.9398442506790161,0.3195187165775401,0.19680851063829788
13,1.5743707418441772,2.07251246770223,0.3382352941176471,0.2127659574468085
14,1.5572471419970195,1.8971208333969116,0.33689839572192515,0.2553191489361702
15,1.597151796023051,1.9028409322102864,0.32887700534759357,0.1595744680851064
16,1.5746942063172658,1.8851130803426106,0.35427807486631013,0.2127659574468085
17,1.503435452779134,1.9693847099939983,0.3729946524064171,0.2712765957446808
18,1.4995467066764832,1.7960257530212402,0.36764705882352944,0.2978723404255319
19,1.4697935183842976,1.731748104095459,0.39572192513368987,0.34574468085106386
20,1.5299698412418365,2.1436853408813477,0.356951871657754,0.1702127659574468
21,1.5252683560053508,1.7626842657725017,0.36363636363636365,0.2925531914893617
22,1.4944440325101216,1.9595171610514324,0.35561497326203206,0.26063829787234044
23,1.5436999996503193,2.024317463239034,0.36363636363636365,0.2553191489361702
24,1.4248220721880596,2.1332415342330933,0.4344919786096257,0.2925531914893617
25,1.483995755513509,2.225852886835734,0.39572192513368987,0.2074468085106383
26,1.417654464642207,1.833835482597351,0.40106951871657753,0.30851063829787234
27,1.3238896826903026,1.907052993774414,0.45187165775401067,0.2765957446808511
28,1.3176737229029338,2.101877053578695,0.4625668449197861,0.28191489361702127
29,1.341145137945811,1.8289590279261272,0.45989304812834225,0.34574468085106386
30,1.3038085103034973,1.9449044068654378,0.46524064171123,0.28191489361702127
31,1.2289411624272664,3.3289407889048257,0.5120320855614974,0.19148936170212766
32,1.2527244289716084,1.9935083389282227,0.5053475935828877,0.24468085106382978
33,1.255352795124054,2.0764467318852744,0.5,0.2872340425531915
34,1.1432569076617558,2.639840761820475,0.5641711229946524,0.26063829787234044
35,1.2954055865605671,2.2353905042012534,0.4959893048128342,0.23404255319148937
36,1.2117618223031361,1.9866475661595662,0.5200534759358288,0.2978723404255319
37,1.1393284698327382,2.4363791942596436,0.570855614973262,0.24468085106382978
38,1.1564330408970516,2.5205110708872476,0.553475935828877,0.26063829787234044
39,1.1080126613378525,2.302363157272339,0.5802139037433155,0.30851063829787234
40,1.1015022695064545,2.834884246190389,0.5935828877005348,0.2074468085106383
41,1.1799155573050182,2.5568416913350425,0.5401069518716578,0.22872340425531915
42,1.0678330858548482,2.1322253545125327,0.5842245989304813,0.30319148936170215
43,1.0651086419820786,2.2196617921193442,0.6029411764705882,0.31382978723404253
44,1.0470510572195053,2.4236082235972085,0.5815508021390374,0.24468085106382978
45,0.9456647286812464,2.2240331172943115,0.6336898395721925,0.32978723404255317
46,0.8961145281791687,2.2108744780222573,0.6497326203208557,0.3670212765957447
47,0.9402275085449219,2.42579452196757,0.6524064171122995,0.2978723404255319
48,0.7964177678028742,2.541860024134318,0.7045454545454546,0.3351063829787234
49,0.8150597512722015,2.893692413965861,0.6991978609625669,0.24468085106382978
