epoch,train loss,valid loss,train accu,valid accu
0,1.87726624806722,1.8122732241948445,0.2018716577540107,0.2127659574468085
1,1.8269959092140198,1.854659875233968,0.21122994652406418,0.19680851063829788
2,1.779940793911616,1.8635172446568806,0.25267379679144386,0.19680851063829788
3,1.7418291866779327,1.7899106740951538,0.2700534759358289,0.22340425531914893
4,1.6830605069796245,1.8075707753499348,0.2927807486631016,0.26063829787234044
5,1.6859108408292134,1.7771546045939128,0.3181818181818182,0.22872340425531915
6,1.6346576015154521,1.8024442195892334,0.34358288770053474,0.26595744680851063
7,1.5833046237627666,1.7926853497823079,0.3716577540106952,0.26595744680851063
8,1.5617671310901642,1.8255841732025146,0.356951871657754,0.3191489361702128
9,1.5440939863522847,1.7743111451466878,0.3850267379679144,0.2978723404255319
10,1.477988213300705,1.7297125260035198,0.3890374331550802,0.30851063829787234
11,1.4432442486286163,1.6829312245051067,0.4358288770053476,0.35106382978723405
12,1.3648503522078197,1.762673258781433,0.47058823529411764,0.35638297872340424
13,1.3358149429162343,1.8024119933446248,0.4772727272727273,0.3351063829787234
14,1.3196890950202942,1.6804308891296387,0.4852941176470588,0.4095744680851064
15,1.2917040884494781,1.580383062362671,0.4852941176470588,0.39361702127659576
16,1.2257443964481354,1.615879972775777,0.5334224598930482,0.39361702127659576
17,1.207856426636378,1.864086429278056,0.5441176470588235,0.34574468085106386
18,1.2415614674488704,1.6217954556147258,0.49866310160427807,0.39361702127659576
19,1.1588302354017894,1.569292704264323,0.5561497326203209,0.4787234042553192
20,1.0463693638642628,1.490886131922404,0.6096256684491979,0.46808510638297873
21,1.034998635450999,1.5090890725453694,0.589572192513369,0.44680851063829785
22,1.0932459384202957,1.579893430074056,0.5775401069518716,0.39893617021276595
23,1.001390074690183,1.4339074691136677,0.6176470588235294,0.4734042553191489
24,0.9819684078296026,1.5407608350118,0.6216577540106952,0.425531914893617
25,0.8986949026584625,1.5942817131678264,0.6577540106951871,0.5106382978723404
26,0.9059249659379324,1.5510940551757812,0.6778074866310161,0.48404255319148937
27,0.8246341993411382,1.5248449643452961,0.7032085561497327,0.5053191489361702
28,0.7717404514551163,1.510565718015035,0.7072192513368984,0.48936170212765956
29,0.720055416226387,1.4900459845860798,0.7366310160427807,0.5106382978723404
30,0.7180144886175791,1.6676405270894368,0.7446524064171123,0.4787234042553192
31,0.6052888706326485,1.5572172403335571,0.7740641711229946,0.5
32,0.501507394015789,1.8952441612879436,0.8221925133689839,0.48404255319148937
33,0.5405559266606966,1.6500335534413655,0.7914438502673797,0.4574468085106383
34,0.6562690536181132,1.7706129550933838,0.7593582887700535,0.4574468085106383
35,0.6084931641817093,1.8490131696065266,0.7767379679144385,0.4521276595744681
36,0.6648676097393036,1.959905783335368,0.7580213903743316,0.4574468085106383
37,0.5669518460830053,1.7425982157389324,0.8008021390374331,0.46808510638297873
38,0.510338731110096,1.917944073677063,0.8114973262032086,0.48404255319148937
39,0.4556322321295738,1.962902347246806,0.8368983957219251,0.5159574468085106
40,0.46379221975803375,1.8565684954325359,0.8315508021390374,0.5425531914893617
41,0.39948616176843643,1.8056432803471882,0.8529411764705882,0.48404255319148937
42,0.3847285310427348,1.9350417455037434,0.8542780748663101,0.48936170212765956
43,0.3660178060332934,2.0850452979405723,0.8810160427807486,0.4734042553191489
44,0.33005225906769436,1.6876559257507324,0.8810160427807486,0.5319148936170213
45,0.3166196135183175,2.074966470400492,0.8877005347593583,0.5212765957446809
46,0.31442179282506305,2.0171918869018555,0.8943850267379679,0.5478723404255319
47,0.2612214299539725,1.900515039761861,0.9144385026737968,0.5319148936170213
48,0.18796650071938834,2.073477625846863,0.9425133689839572,0.526595744680851
49,0.18980276274184385,2.3317509492238364,0.9385026737967914,0.5053191489361702
