epoch,train loss,valid loss,train accu,valid accu
0,1.887006143728892,1.7967869838078816,0.18716577540106952,0.20212765957446807
1,1.6910250385602315,1.6048572460810344,0.3195187165775401,0.34574468085106386
2,1.482597788174947,1.46902596950531,0.42513368983957217,0.3882978723404255
3,1.3158276875813801,1.2168238162994385,0.4692513368983957,0.4521276595744681
4,1.1026378224293392,1.138837178548177,0.5748663101604278,0.5319148936170213
5,1.0420376062393188,1.3555782636006672,0.6189839572192514,0.4574468085106383
6,0.9062744081020355,1.3532557487487793,0.6764705882352942,0.5159574468085106
7,0.7600056231021881,1.0843466917673747,0.7259358288770054,0.601063829787234
8,0.7408367196718851,1.0489019552866619,0.7299465240641712,0.6542553191489362
9,0.6765461042523384,1.0392149686813354,0.7486631016042781,0.6542553191489362
10,0.574834018945694,0.990815281867981,0.7994652406417112,0.6436170212765957
11,0.6626270264387131,1.1033542156219482,0.7647058823529411,0.5638297872340425
12,0.48220208783944446,0.8906276424725851,0.8275401069518716,0.675531914893617
13,0.35062235097090405,0.832919696966807,0.893048128342246,0.7127659574468085
14,0.4403705522418022,0.9204714695612589,0.8435828877005348,0.6861702127659575
15,0.3625352854530017,0.8025497595469157,0.8863636363636364,0.6914893617021277
16,0.2717718817293644,0.9845427672068278,0.9171122994652406,0.648936170212766
17,0.33874259889125824,0.8187047441800436,0.8863636363636364,0.75
18,0.3728728989760081,1.0332210063934326,0.8622994652406417,0.7127659574468085
19,0.3668401626249154,1.1461839079856873,0.8703208556149733,0.6702127659574468
20,0.32520580540100735,1.207092007001241,0.8890374331550802,0.6542553191489362
21,0.29819992557168007,0.9338575800259908,0.9050802139037433,0.7180851063829787
22,0.256072078521053,1.0441847642262776,0.9144385026737968,0.7021276595744681
23,0.14921619867285094,0.8201306660970052,0.9545454545454546,0.7659574468085106
24,0.13034649131198725,1.2727556824684143,0.9598930481283422,0.6542553191489362
25,0.347888399536411,1.6464083989461262,0.8943850267379679,0.5531914893617021
26,0.38539402062694234,1.1742270588874817,0.8823529411764706,0.6436170212765957
27,0.3618158722917239,1.8033480246861775,0.8783422459893048,0.5319148936170213
28,0.5629524576167265,0.9095978140830994,0.8074866310160428,0.6382978723404256
29,0.44216959178447723,1.2696687777837117,0.8462566844919787,0.6063829787234043
30,0.29451753199100494,0.8748269081115723,0.8983957219251337,0.7180851063829787
31,0.20955904759466648,0.820859452088674,0.9264705882352942,0.7446808510638298
32,0.19669583067297935,0.9728134274482727,0.9398395721925134,0.7074468085106383
33,0.291346466789643,1.1286134719848633,0.9064171122994652,0.6914893617021277
34,0.30329524849851924,1.0548364718755086,0.9037433155080213,0.6861702127659575
35,0.24256372886399427,1.0884351929028828,0.910427807486631,0.7074468085106383
36,0.19085614072779813,1.0831259886423747,0.9425133689839572,0.6914893617021277
37,0.21542363800108433,0.957518736521403,0.9318181818181818,0.7287234042553191
38,0.15904566055784622,0.956301748752594,0.946524064171123,0.7393617021276596
39,0.17330488686760268,1.1819326082865398,0.9425133689839572,0.675531914893617
40,0.16032908173898855,0.9957776069641113,0.9505347593582888,0.6914893617021277
41,0.14475825615227222,0.9672138889630636,0.946524064171123,0.7180851063829787
42,0.14383863005787134,0.8944800694783529,0.9572192513368984,0.75
43,0.10171150819708903,1.2746418317159016,0.9705882352941176,0.7021276595744681
44,0.16126469833155474,1.1082518696784973,0.9451871657754011,0.7180851063829787
45,0.16065416034931937,0.9589998722076416,0.9451871657754011,0.723404255319149
46,0.14088127265373865,0.7006686329841614,0.9505347593582888,0.7659574468085106
47,0.08559743020062645,1.11699777841568,0.9719251336898396,0.723404255319149
48,0.047619500352690615,1.1754804849624634,0.9799465240641712,0.7074468085106383
49,0.05474627623334527,1.1294350425402324,0.9852941176470589,0.7287234042553191
